"id","nama","nik","status_pasutri","status_kewarganegaraan","jenis_sewa","unit_number","metode_pembayaran","metode_lain","tanggal_checkin","waktu_checkin","tanggal_checkout","waktu_checkout","lama_menginap","komentar","user_email","diedit_oleh","created_at","classification"
"2480","Garry Upton","3172610106870618","Menikah","WNI","Harian","D-14-2","Cash",NULL,"2024-05-16","16:34:00","2024-05-22","09:06:00","6",NULL,"Alia15@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2481","Delores Doyle","3570464106773582","Belum Menikah","WNA","Mingguan","C-23-5","Kartu Kredit",NULL,"2011-02-21","18:53:00","2011-03-14","12:49:00","21",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2482","Martin Schiller","3653300611921281","Menikah","WNI","Harian","D-14-23","Kartu Debit",NULL,"2024-12-14","16:24:00","2024-12-20","08:30:00","6",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2483","Darrel Hintz","3249700711849407","Belum Menikah","WNA","Mingguan","D-18-25","Cash",NULL,"2010-12-01","18:35:00","2010-12-22","08:40:00","21",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2484","Micheal Witting","3227552008940649","Belum Menikah","WNI","Mingguan","C-15-11","Others","linkaja","2013-04-08","13:22:00","2013-04-29","12:12:00","21",NULL,"Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2485","Lorene Boehm","3250397004659012","Menikah","WNA","Harian","C-18-25","Others","ovo","2020-03-13","19:19:00","2020-03-16","07:13:00","3",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2486","Ruth Kerluke","3552585708691934","Belum Menikah","WNA","Bulanan","D-9-17","Cash",NULL,"2011-03-10","16:48:00","2011-05-09","12:27:00","60",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2487","Mack Grimes","5117452605798855","Belum Menikah","WNI","Harian","B-2-8","QRIS",NULL,"2023-08-28","13:41:00","2023-09-03","11:46:00","6",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2488","Wilbur Kirlin","3615591904724179","Belum Menikah","WNI","Harian","B-21-9","Cash",NULL,"2011-01-23","18:09:00","2011-01-25","12:28:00","2",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2489","Jeanette Hills","3241205605848291","Menikah","WNA","Harian","A-13-26","Cash",NULL,"2018-11-20","18:10:00","2018-11-24","11:54:00","4",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2490","Cathy Schiller","3654144308733403","Belum Menikah","WNI","Harian","B-1-29","Cash",NULL,"2018-12-20","18:43:00","2018-12-25","12:50:00","5",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2491","Marsha Keebler","3151125905716914","Belum Menikah","WNI","Mingguan","B-6-23","Kartu Kredit",NULL,"2015-09-09","18:35:00","2015-09-23","10:56:00","14",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2492","Tiffany Bernier","3598124103784817","Belum Menikah","WNI","Bulanan","C-11-15","Kartu Debit",NULL,"2021-02-05","19:08:00","2021-07-05","10:00:00","150",NULL,"Alia15@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2493","Gregory Koch","3473502512812628","Menikah","WNI","Harian","C-12-11","Kartu Kredit",NULL,"2023-09-14","17:02:00","2023-09-20","07:56:00","6",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2494","Alex Brekke","3560281204727800","Belum Menikah","WNA","Bulanan","D-15-15","Kartu Kredit",NULL,"2025-10-28","16:05:00","2026-02-25","10:30:00","120",NULL,"Ryder8@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2495","Spencer Bergstrom","3670090602062090","Menikah","WNA","Bulanan","C-14-2","QRIS",NULL,"2020-02-23","20:51:00","2020-07-22","08:24:00","150",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2496","Oscar Jaskolski","3570891102064087","Menikah","WNI","Mingguan","A-18-1","Kartu Kredit",NULL,"2021-08-30","13:16:00","2021-09-13","12:07:00","14",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2497","Homer Franecki","3301831901910121","Belum Menikah","WNI","Mingguan","C-16-25","Others","gopay","2017-06-06","16:05:00","2017-06-13","10:43:00","7",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2498","Pat Ortiz","3369915009877624","Menikah","WNI","Mingguan","B-20-9","Kartu Debit",NULL,"2024-11-03","17:58:00","2024-11-17","10:14:00","14",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2499","Alfredo Cummerata","3323142506766259","Belum Menikah","WNI","Mingguan","B-24-19","Cash",NULL,"2013-10-28","13:19:00","2013-11-04","08:00:00","7",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2500","Duane Hayes","3306432210674787","Menikah","WNI","Bulanan","A-8-30","QRIS",NULL,"2022-01-24","18:27:00","2022-06-23","10:44:00","150",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2501","Rufus Vandervort","3280490801069757","Menikah","WNA","Bulanan","C-3-20","Cash",NULL,"2023-11-29","17:50:00","2024-03-28","12:04:00","120",NULL,"Tanya.Effertz-Hane@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2502","Naomi Cummings","3664805805809592","Menikah","WNA","Bulanan","C-7-14","Cash",NULL,"2023-01-18","18:21:00","2023-06-17","09:25:00","150",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2503","Lila Russel","3539246712839528","Menikah","WNA","Mingguan","A-9-28","Kartu Kredit",NULL,"2011-11-12","13:22:00","2011-12-03","07:40:00","21",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2504","Eunice Bechtelar","5122785602695933","Belum Menikah","WNI","Bulanan","A-21-9","Kartu Debit",NULL,"2010-11-16","13:40:00","2011-03-16","12:24:00","120",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2505","Vivian Stiedemann","5111104711699104","Belum Menikah","WNI","Harian","A-1-5","Kartu Kredit",NULL,"2012-08-11","14:12:00","2012-08-14","12:14:00","3",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2506","Sidney Kshlerin","3305241409936566","Menikah","WNA","Mingguan","D-25-20","Kartu Kredit",NULL,"2018-05-12","14:21:00","2018-06-02","12:38:00","21",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2507","Evelyn Douglas","3577155306693707","Menikah","WNA","Harian","A-21-4","Kartu Debit",NULL,"2023-07-22","17:36:00","2023-07-25","10:00:00","3",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2508","Renee Aufderhar","3425297110850143","Belum Menikah","WNA","Harian","A-1-22","Cash",NULL,"2012-11-07","20:09:00","2012-11-12","10:32:00","5",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2509","Ana White","3242255904037859","Menikah","WNA","Harian","D-3-23","Kartu Kredit",NULL,"2025-06-26","14:07:00","2025-07-02","09:39:00","6",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2510","Willie Lowe-Hauck","3344265606844284","Belum Menikah","WNA","Harian","B-7-20","Others","ovo","2021-03-30","13:34:00","2021-04-03","07:12:00","4",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2511","Kim Hauck","3492700104653830","Belum Menikah","WNA","Mingguan","A-4-14","Cash",NULL,"2023-06-04","20:00:00","2023-06-11","09:16:00","7",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2512","Lynette Kautzer","3599785408884057","Belum Menikah","WNI","Bulanan","B-8-12","Cash",NULL,"2023-05-19","15:26:00","2023-09-16","09:31:00","120",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2513","Kelley Moen","3270934906915260","Belum Menikah","WNA","Bulanan","D-22-6","Cash",NULL,"2025-06-17","16:35:00","2025-08-16","07:47:00","60",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2514","Felicia Sporer","3525306503664793","Belum Menikah","WNI","Mingguan","A-5-2","Kartu Debit",NULL,"2023-07-14","18:53:00","2023-08-04","08:16:00","21",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2515","Lori Connelly","5150105401949983","Menikah","WNI","Bulanan","D-5-10","Cash",NULL,"2021-08-11","19:29:00","2022-01-08","10:36:00","150",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2516","Thomas Marks","3458891309039769","Menikah","WNA","Harian","A-23-27","Others","shopeepay","2012-02-10","19:41:00","2012-02-13","12:00:00","3",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2517","Clifton Wehner","3368131201915587","Menikah","WNA","Bulanan","D-16-30","QRIS",NULL,"2020-09-01","18:53:00","2021-01-29","07:21:00","150",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2518","Kerry Rice","5128912811980946","Menikah","WNA","Bulanan","A-19-19","QRIS",NULL,"2021-02-02","16:15:00","2021-05-03","12:06:00","90",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2519","Joanna Dicki","5101505601008279","Menikah","WNI","Mingguan","C-22-22","Cash",NULL,"2020-12-11","18:53:00","2020-12-18","08:23:00","7",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2520","Michelle Cummings","3568204402701104","Menikah","WNI","Mingguan","B-19-18","Kartu Kredit",NULL,"2014-05-09","18:00:00","2014-05-16","12:10:00","7",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2521","Ervin Weimann","3237311906760489","Belum Menikah","WNA","Bulanan","B-8-11","Kartu Kredit",NULL,"2018-01-19","17:59:00","2018-03-20","11:30:00","60",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2522","Rosa Macejkovic","3124686804678324","Belum Menikah","WNA","Bulanan","D-16-8","Kartu Kredit",NULL,"2021-02-12","18:40:00","2021-03-14","10:21:00","30",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2523","Joe Hauck","3669350509792471","Menikah","WNA","Bulanan","C-9-19","Others","linkaja","2012-04-18","13:25:00","2012-09-15","12:51:00","150",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2524","Ramiro Gorczany-Beahan","3128880805815909","Belum Menikah","WNI","Mingguan","C-5-19","QRIS",NULL,"2021-09-07","17:07:00","2021-09-14","10:53:00","7",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2525","Armando Conn","3316531212728382","Menikah","WNA","Harian","C-22-21","QRIS",NULL,"2021-06-23","16:01:00","2021-06-29","10:03:00","6",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2526","Ginger Lemke","3680225004817632","Menikah","WNI","Mingguan","A-6-19","Kartu Debit",NULL,"2012-07-18","18:34:00","2012-08-01","12:53:00","14",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2527","Monique Williamson","5190265304904209","Belum Menikah","WNA","Harian","B-19-21","Cash",NULL,"2020-04-18","18:41:00","2020-04-20","08:29:00","2",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2528","Mathew Glover","3505062009913507","Belum Menikah","WNI","Bulanan","A-25-11","Kartu Kredit",NULL,"2017-05-31","19:56:00","2017-08-29","09:15:00","90",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2529","Dale Vandervort","3295650702070684","Menikah","WNI","Mingguan","C-10-10","Kartu Kredit",NULL,"2021-05-17","16:24:00","2021-05-24","10:28:00","7",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2530","Lila Klocko","3426214706020402","Menikah","WNA","Harian","B-12-7","Others","gopay","2020-10-31","17:56:00","2020-11-06","12:04:00","6",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2531","Amanda Wyman","3618726110979154","Belum Menikah","WNI","Harian","B-17-25","Kartu Kredit",NULL,"2024-11-20","20:44:00","2024-11-25","09:29:00","5",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2532","Joey Williamson","5128771505739776","Menikah","WNI","Bulanan","D-13-30","QRIS",NULL,"2013-03-23","19:32:00","2013-07-21","11:46:00","120",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2533","Lena Sanford","3374556403835823","Menikah","WNI","Harian","A-19-27","Others","crypto","2016-10-24","16:10:00","2016-10-27","07:48:00","3",NULL,"Felton.Schamberger@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2534","Pete Littel","3282921805678840","Belum Menikah","WNA","Harian","D-22-24","Kartu Debit",NULL,"2016-09-19","19:59:00","2016-09-21","09:05:00","2",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2535","Nina Blanda","3538965202055593","Belum Menikah","WNI","Bulanan","A-21-24","Kartu Kredit",NULL,"2023-12-15","13:52:00","2024-05-13","10:21:00","150",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2536","Earnest Wiegand","3697612007791045","Belum Menikah","WNI","Mingguan","C-22-21","Kartu Debit",NULL,"2018-02-12","18:20:00","2018-02-19","08:05:00","7",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2537","Cora Reinger","3332277107929944","Menikah","WNA","Mingguan","C-7-13","Cash",NULL,"2013-07-04","18:18:00","2013-07-25","08:38:00","21",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2538","Tara Lesch","3698455505666673","Belum Menikah","WNI","Bulanan","B-9-22","Kartu Kredit",NULL,"2024-11-05","16:03:00","2025-03-05","09:12:00","120",NULL,"Ryder8@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2539","Nathaniel Hagenes","3160280707038537","Menikah","WNI","Bulanan","D-15-11","QRIS",NULL,"2020-02-15","20:00:00","2020-03-16","11:41:00","30",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2540","Sam Raynor","5102460402054937","Menikah","WNA","Bulanan","D-2-11","Cash",NULL,"2013-09-17","14:02:00","2013-11-16","09:08:00","60",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2541","Mattie Schulist","3549834110881329","Menikah","WNA","Mingguan","C-20-21","Kartu Debit",NULL,"2024-01-13","17:50:00","2024-01-20","07:54:00","7",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2542","Christie Dickinson","3526126004970598","Belum Menikah","WNA","Harian","C-17-24","Cash",NULL,"2012-01-13","15:30:00","2012-01-15","10:26:00","2",NULL,"Dejuan5@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2543","Laverne Abbott","3630724907803139","Belum Menikah","WNI","Bulanan","A-15-18","Kartu Kredit",NULL,"2022-05-26","17:12:00","2022-09-23","11:40:00","120",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2544","Roy Reichel","3135612409749194","Belum Menikah","WNA","Mingguan","A-6-12","Kartu Debit",NULL,"2015-03-26","15:29:00","2015-04-16","12:30:00","21",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2545","Molly Yundt","3577605204840991","Belum Menikah","WNI","Mingguan","B-7-1","QRIS",NULL,"2013-06-13","13:28:00","2013-06-20","07:23:00","7",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2546","Tommy Barton","3193523004932349","Belum Menikah","WNI","Bulanan","B-25-9","Kartu Kredit",NULL,"2020-11-18","16:10:00","2021-01-17","07:36:00","60",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2547","Paula Mante","3548375009796427","Menikah","WNA","Mingguan","A-14-30","Others","shopeepay","2019-09-09","15:20:00","2019-09-16","07:02:00","7",NULL,"Felton.Schamberger@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2548","Ebony McLaughlin","3429144306015815","Menikah","WNI","Harian","A-1-30","Kartu Debit",NULL,"2014-06-28","13:26:00","2014-07-04","10:52:00","6",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2549","Sammy Parker","3663032707023832","Belum Menikah","WNI","Mingguan","D-16-25","Kartu Kredit",NULL,"2024-12-15","17:36:00","2025-01-05","11:25:00","21",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2550","Stephanie Monahan","3120864109022568","Belum Menikah","WNA","Bulanan","B-1-17","Kartu Debit",NULL,"2014-04-02","15:33:00","2014-05-02","11:14:00","30",NULL,"Tanya.Effertz-Hane@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2551","Harry Rohan","3378981805959022","Menikah","WNI","Bulanan","B-1-16","QRIS",NULL,"2016-07-30","17:00:00","2016-12-27","07:30:00","150",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2552","Cynthia Hodkiewicz","3579085112873201","Menikah","WNI","Harian","C-8-16","QRIS",NULL,"2010-04-17","17:29:00","2010-04-22","07:13:00","5",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2553","Myron Cartwright","3317543112679817","Belum Menikah","WNA","Mingguan","A-5-19","Cash",NULL,"2025-01-24","20:06:00","2025-02-07","07:35:00","14",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2554","Lucille Blick","3626566206059768","Belum Menikah","WNI","Harian","B-18-26","QRIS",NULL,"2013-02-03","19:02:00","2013-02-05","08:54:00","2",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2555","Randy Wilderman","3141491210011930","Menikah","WNA","Mingguan","D-4-16","Kartu Debit",NULL,"2024-10-17","16:35:00","2024-10-31","08:11:00","14",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2556","Marjorie Rempel","3627605310868259","Menikah","WNI","Harian","A-2-30","Kartu Kredit",NULL,"2025-03-11","17:16:00","2025-03-13","11:19:00","2",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2557","Dave Satterfield","3290171607662568","Menikah","WNI","Harian","D-22-26","Others","dana","2024-01-22","06:26:00","2024-01-23","15:26:00","1","Merokok di area terlarang","Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"2558","Marion Herzog","3197915712709756","Belum Menikah","WNA","Harian","B-23-9","Others","shopeepay","2012-12-18","05:01:00","2012-12-19","16:01:00","1","Kekerasan atau ancaman kepada penghuni lain","Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"2559","Terrance Fisher","3395532508856098","Menikah","WNI","Mingguan","C-11-4","Cash",NULL,"2025-02-15","20:49:00","2025-02-22","10:48:00","7",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2560","Helen Cassin","3677614909914937","Menikah","WNI","Harian","B-11-2","Others","crypto","2012-10-30","20:34:00","2012-11-01","09:22:00","2",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2561","Archie Bernier","3365102910914731","Belum Menikah","WNI","Bulanan","C-19-23","Kartu Kredit",NULL,"2016-12-30","18:14:00","2017-03-30","09:11:00","90",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2562","Alberta Schiller","3318664210051166","Belum Menikah","WNA","Bulanan","B-20-21","Others","linkaja","2012-06-29","20:59:00","2012-10-27","07:52:00","120",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2563","Lance Bradtke","3374292006954800","Menikah","WNA","Bulanan","B-13-19","Cash",NULL,"2013-06-02","19:15:00","2013-09-30","07:22:00","120",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2564","Steve Macejkovic","5185602001884619","Menikah","WNA","Harian","B-18-26","Kartu Kredit",NULL,"2023-06-26","21:16:00","2023-06-26","01:16:00","0","Tidak menjaga kebersihan unit","Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"2565","Laurie Beatty","5158495502901949","Menikah","WNI","Mingguan","B-15-27","QRIS",NULL,"2012-12-11","13:15:00","2013-01-01","11:06:00","21",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2566","Darrell Fahey","3404042010966892","Belum Menikah","WNA","Harian","D-23-28","QRIS",NULL,"2020-10-30","13:31:00","2020-11-03","08:16:00","4",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2567","Ronnie MacGyver","3608080406909741","Belum Menikah","WNI","Bulanan","C-24-20","QRIS",NULL,"2023-12-07","15:56:00","2024-05-05","12:56:00","150",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2568","Jessie Ebert","3695374603688563","Belum Menikah","WNI","Bulanan","C-22-17","Kartu Debit",NULL,"2023-02-05","19:40:00","2023-06-05","07:44:00","120",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"2569","Roxanne Denesik","3155324909839555","Belum Menikah","WNA","Bulanan","B-1-8","Others","paylater","2024-09-06","13:10:00","2024-11-05","12:36:00","60",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"2570","Winifred Herzog","3132944905725078","Belum Menikah","WNA","Harian","B-9-12","Kartu Debit",NULL,"2025-03-06","15:37:00","2025-03-11","09:49:00","5",NULL,"ketua_agen@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2571","Wm Effertz","3361762411722122","Menikah","WNA","Mingguan","B-5-22","Others","crypto","2023-09-29","19:09:00","2023-10-20","12:49:00","21",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2572","Claude Rohan","3102451108756263","Belum Menikah","WNI","Mingguan","B-19-17","Others","crypto","2023-02-19","15:29:00","2023-03-12","10:50:00","21",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2573","Craig Parker","5121672202957098","Belum Menikah","WNI","Mingguan","A-6-27","Kartu Kredit",NULL,"2023-12-10","20:41:00","2023-12-31","10:03:00","21",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"2574","Ollie Bayer","3173035411033900","Menikah","WNA","Harian","B-9-11","Kartu Debit",NULL,"2024-10-12","20:10:00","2024-10-14","12:24:00","2",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
